nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
eserve	7	0	13	1	0	22	0	1	0	0	0	0	13	0	0	11	2	130	0	3	0	0	24	2	3	6	7	0	0	0	0	0	0	0	0	4	4	0	0	0	0	2	0	0	0	0	0	0	0	9	4	0	0
ethereumjs-util	66	45	239	64	0	602	0	1	0	0	0	0	308	4	0	2	184	1901	44	763	0	18	610	18	29	63	51	0	0	0	1	6	0	16	4	165	165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fmix	5	0	1	4	0	2	0	0	0	0	0	0	5	0	0	0	1	15	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-s3-deploy	9	0	14	7	0	15	0	0	0	0	0	0	13	0	1	0	4	106	9	24	0	4	44	1	2	1	4	0	0	0	0	0	0	3	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hypercore-index	5	1	43	5	0	100	0	1	0	0	0	0	72	0	0	2	38	367	9	46	0	4	70	6	10	28	6	0	0	0	0	1	0	5	1	27	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
international-phone-number	13	4	32	16	0	44	0	0	0	0	0	0	26	0	0	0	16	201	14	70	0	9	58	0	10	30	22	0	0	0	0	0	0	10	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-relative-path	0	0	4	1	0	26	0	0	0	0	0	0	14	0	0	0	4	40	0	16	0	0	13	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lasso-i18n	58	10	123	112	0	149	1	2	0	0	0	0	111	10	0	8	54	993	43	178	0	7	287	8	29	66	45	0	0	0	41	2	1	16	10	78	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcp23s17	37	13	50	124	0	54	0	4	0	0	0	0	84	8	0	1	24	410	19	233	0	2	189	9	1	2	4	0	0	0	71	6	0	3	9	18	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nmr-range	303	49	344	326	0	289	0	0	0	0	0	0	411	48	0	57	47	2877	196	835	0	72	1014	8	85	197	46	0	0	0	0	0	0	34	50	154	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
objc2swift	20199	1234	15594	9826	0	8371	14	140	6	0	0	14	23551	173	20	778	842	92079	8467	9497	0	236	10955	115	1258	3287	2249	4	3	10	803	28	14	532	1586	2112	6867	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odroid-gpio	20	0	64	30	0	102	1	1	0	0	0	0	86	0	0	7	43	349	15	96	0	15	84	3	1	0	14	0	0	0	0	2	1	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sdp-interop-sl	282	106	463	365	4	504	0	14	0	0	0	0	539	19	0	3	170	4313	271	908	0	162	1822	37	137	243	145	1	1	4	34	17	0	259	15	243	249	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
social-share-jquery	10	3	46	30	0	84	0	2	0	0	0	0	36	2	2	9	21	573	11	274	0	7	119	0	24	235	7	0	0	0	6	0	0	3	2	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
try-catch-callback	5	3	40	5	0	57	1	3	0	0	0	0	51	0	0	4	30	237	8	51	0	4	51	4	10	11	11	0	0	0	7	4	1	10	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v-button	46	19	66	36	0	202	0	5	0	0	0	0	133	0	0	12	42	741	8	189	0	8	251	0	20	44	14	0	0	0	0	0	0	2	0	39	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ajs-xgettext	10	26	79	51	0	135	3	3	0	0	0	0	98	0	0	0	48	637	19	195	0	4	160	7	24	74	13	0	0	0	0	1	3	5	10	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bootduallist	4	0	12	4	0	6	0	0	0	0	0	0	10	2	0	0	6	60	2	14	0	0	16	0	4	10	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-cli-hellosign	5	4	24	4	3	36	0	0	0	0	0	0	25	0	0	2	16	145	6	47	0	1	49	1	10	10	5	0	1	4	4	2	0	0	0	11	11	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
ember-oembed	12	4	63	8	3	104	0	4	0	0	0	0	52	1	3	6	29	384	14	73	0	7	148	1	15	13	22	0	1	3	35	0	0	8	1	32	32	0	0	2	0	9	0	4	0	0	1	0	0	18	9	4	0
fis-prepackager-i18n	32	1	53	34	0	81	3	2	0	0	0	0	50	0	1	4	19	461	19	58	0	9	137	1	5	6	21	0	1	4	0	0	3	2	0	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generate-changelog	27	13	140	58	0	360	0	2	0	0	0	0	143	0	0	0	124	1001	12	239	0	6	435	5	36	50	71	0	0	0	19	2	0	13	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gettext-parser	188	32	196	142	13	390	0	1	1	0	0	0	289	9	0	10	81	1909	83	395	0	69	911	10	36	40	50	2	3	13	256	0	0	32	11	131	137	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gnap-map-google	114	23	217	130	0	311	0	4	0	0	0	0	284	4	0	86	39	2430	74	280	0	52	964	20	66	161	38	0	0	0	6	0	0	18	4	106	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-tsb	115	22	210	44	1	346	1	3	2	0	0	0	232	4	5	28	106	1657	54	216	0	19	594	16	23	40	88	1	0	0	62	0	1	31	6	88	107	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hls-fetcher	28	9	59	8	0	116	1	0	0	0	0	0	50	1	2	0	37	581	17	43	0	8	210	14	5	5	37	0	0	0	0	0	1	10	1	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-goodpopup	50	3	160	122	5	261	0	3	0	0	0	0	178	4	1	8	56	1003	68	208	0	24	387	1	19	34	39	0	1	3	43	0	0	48	4	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
koa-socket-session	4	0	10	0	0	9	0	0	0	0	0	0	7	0	0	2	5	72	3	0	0	0	24	1	1	2	4	0	0	0	2	0	0	1	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
loess	23	163	94	68	0	393	1	6	0	0	0	0	170	8	0	16	54	1404	33	629	0	3	452	20	95	183	19	0	0	0	38	20	1	20	8	75	77	0	0	0	3	24	0	0	0	0	2	0	0	0	0	0	0
mojo-i18n	4	1	16	3	0	46	0	0	0	0	0	0	26	0	1	1	12	150	2	41	0	2	52	7	11	20	2	0	0	0	6	0	0	1	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
offset	3	0	4	2	0	1	0	0	0	1	0	0	2	0	0	0	1	22	1	4	0	0	7	0	1	2	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
parsleyjs	1797	371	3181	2391	36	7406	20	352	11	2	0	5	4234	130	62	161	1596	31215	1393	9129	0	1162	12478	152	687	1584	1344	711	6	21	2087	86	21	849	206	1316	1919	66	0	3	10	47	0	0	0	0	15	0	0	21	10	16	1
react-native-open-url	1	0	5	0	0	8	0	0	0	0	0	0	6	0	0	0	2	30	2	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
simple-raytracer	414	54	207	818	1	283	0	24	2	0	0	0	374	27	2	20	83	3727	76	1229	0	32	1337	9	23	65	106	19	0	0	13	0	0	63	43	161	318	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stickme	25	27	95	19	2	240	0	6	0	0	0	0	146	4	12	2	53	965	23	204	0	10	411	0	58	138	28	0	0	0	46	0	0	10	4	57	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
upper-bound	10	30	16	27	0	65	0	0	0	0	0	0	41	0	0	4	1	204	9	214	0	4	39	0	0	0	7	0	0	0	0	0	0	6	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v18n	24	33	191	12	0	639	0	3	0	0	0	0	367	0	0	12	170	1621	8	495	0	14	709	0	69	126	55	0	0	0	87	0	0	12	0	63	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0s	0	5	4	1	0	14	0	0	0	0	0	0	6	1	0	0	3	30	0	12	0	0	13	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fsha256	0	0	2	0	0	6	0	0	0	0	0	0	3	0	0	1	1	18	0	4	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
barcode	95	15	186	149	0	350	0	7	0	0	0	0	288	16	8	13	103	1568	49	518	0	30	516	36	24	11	46	3	0	0	82	0	0	56	21	88	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic-object-assert	0	0	17	9	0	4	1	0	0	0	0	0	0	0	3	0	9	59	8	27	0	2	14	0	3	10	17	0	0	0	0	0	1	16	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buffer-indexof-polyfill	9	4	22	18	2	235	0	0	0	0	0	0	91	4	0	1	9	576	8	223	0	6	313	34	0	0	4	0	0	0	4	0	0	38	4	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrome-i18n	34	24	106	57	0	176	3	2	0	0	0	0	134	0	0	12	42	813	34	220	0	12	290	4	43	83	27	0	0	0	26	1	3	29	0	22	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compute-logspace	17	10	27	16	0	38	0	0	0	0	0	0	39	4	0	4	13	190	5	64	0	3	39	4	3	0	5	0	0	0	0	3	0	3	4	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3-batcher	3	1	13	0	0	21	0	0	0	0	0	0	14	0	1	7	1	111	3	6	0	0	36	4	4	4	2	0	0	0	0	2	0	3	0	7	7	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	1
e2enode	2523	618	4775	2869	111	10435	33	89	2	13	0	0	7013	179	2	395	2854	59969	1042	7984	0	432	30269	1280	603	1152	1808	2	44	208	4355	327	33	421	262	3106	3141	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
engine.io	213	123	986	187	3	2143	2	14	0	0	0	0	1692	30	2	50	796	7131	118	1881	0	75	2499	128	255	387	64	2	1	3	278	0	2	44	90	466	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-bluenote	5	8	41	17	0	93	0	0	0	0	0	0	45	3	0	0	33	334	5	100	0	2	128	5	32	69	10	0	0	0	33	0	0	1	3	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-skippy	3	2	11	6	0	38	0	0	0	0	0	0	15	0	0	0	5	124	5	23	0	1	51	0	1	0	1	0	0	0	0	0	0	3	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iptv-m3u-manager	7	3	51	25	0	87	0	0	0	0	0	0	52	1	0	0	44	356	28	59	0	2	60	3	2	10	22	0	0	0	5	7	0	2	2	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-sticky	17	7	63	47	0	104	0	2	0	0	0	0	60	2	0	0	19	494	33	116	0	12	190	1	9	30	7	0	0	0	11	0	0	8	3	26	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
native-calls	698	260	1249	823	0	2451	7	31	1	0	0	0	1952	79	17	113	629	11455	354	3612	0	73	4271	272	526	1085	310	1	0	0	361	45	7	182	98	720	799	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
never-bored	0	0	6	7	0	20	0	0	0	0	0	0	0	0	0	0	4	75	2	9	0	0	12	0	1	8	6	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-bbsub	18	5	35	35	0	70	0	5	0	0	0	0	42	1	0	0	29	317	4	96	0	9	123	1	4	6	8	0	0	0	0	0	0	2	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p2phls	227	29	249	182	8	534	1	8	0	0	0	0	450	8	0	14	142	2419	55	652	0	19	1067	21	31	70	57	0	1	8	493	0	1	65	9	67	74	0	0	6	0	31	0	0	4	0	3	0	0	0	0	0	0
parse-neo4j	6	2	15	22	0	25	0	2	0	0	0	0	9	1	0	9	0	125	3	35	0	1	25	2	0	0	9	0	0	0	0	0	0	0	2	13	14	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
serverless-scriptable-plugin	10	2	25	4	0	52	0	1	0	0	0	0	25	0	0	3	12	231	4	11	0	5	80	1	9	14	10	0	0	0	29	0	0	0	0	17	17	0	0	0	0	5	0	0	0	0	0	0	0	9	4	0	0
thunky	5	1	40	2	0	65	0	1	0	0	0	0	66	0	0	11	29	216	1	53	0	1	36	1	6	6	2	0	0	0	0	0	0	2	5	16	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
underscore.haz	1	0	4	0	0	4	0	0	0	0	0	0	2	0	0	0	2	21	1	3	0	0	6	0	1	1	2	0	0	0	0	0	0	3	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bk-readability	235	31	157	623	45	327	0	21	8	0	0	26	325	20	0	0	40	2655	91	1137	0	72	1038	1	8	64	87	1	37	120	0	0	0	55	27	81	172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-checklist	8	0	26	3	0	33	0	0	0	0	0	0	24	0	0	3	15	137	6	33	0	0	58	1	16	18	8	0	0	0	15	0	0	0	0	4	4	0	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0
fbnpj0nifcpjy9x81nw5fnthimudcc2syslkucfrpqiivwizjqc7rgdw2upxre8v	1	1	12	7	0	19	0	0	0	0	0	1	8	1	0	2	5	71	3	22	0	0	22	1	3	8	4	0	0	0	0	0	0	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
firedoc-api	635	128	888	397	8	1632	6	35	1	0	0	0	1387	6	2	48	418	8726	381	1683	0	171	3433	30	196	350	218	8	3	10	342	5	6	138	9	441	544	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
generator-k-grunt	2	25	25	17	0	106	0	0	0	0	0	0	53	0	0	0	18	308	7	160	0	0	124	0	42	103	7	0	0	0	61	0	0	3	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
good-http	10	2	15	8	0	14	0	0	0	0	0	0	19	0	0	0	6	109	4	15	0	4	48	1	7	8	6	0	0	0	20	0	0	2	2	6	6	1	0	0	0	3	0	0	1	0	0	0	0	3	1	0	0
he	57	2247	152	82	1	377	0	3	0	0	0	1	248	1	3	2	89	1264	48	25638	0	44	325	0	3824	13596	55	3	0	0	0	1	0	26	3	109	109	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-word-character	0	0	2	9	0	55	0	1	0	0	0	0	21	0	0	1	1	83	0	41	0	0	34	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j-i-c	189	8	235	128	10	641	0	38	0	0	0	0	434	1	1	10	164	2551	95	548	0	88	1164	18	49	125	66	1	3	15	370	0	0	69	1	100	188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
js0n	4	3	19	3	0	25	2	0	0	0	0	0	8	0	0	1	12	115	2	54	0	0	34	2	17	38	9	0	0	0	0	0	2	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mesh-combine	13	45	12	7	0	18	0	0	0	0	0	0	19	5	0	2	5	135	0	103	0	0	36	0	4	8	2	0	0	0	0	0	0	1	5	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mm-experiments	12	13	51	7	0	82	3	0	0	0	0	0	50	0	0	1	26	344	11	69	0	0	93	3	9	28	16	0	0	0	4	1	3	3	0	16	16	0	0	0	0	9	0	0	0	9	1	1	0	11	3	1	0
mod-reload	0	2	12	1	0	29	0	0	0	0	0	0	8	0	0	2	9	70	1	9	0	0	29	1	0	0	5	0	0	0	0	1	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
opusonline-promisex.js	79	5	172	61	0	174	3	14	0	0	0	0	167	4	0	17	79	1036	59	94	0	12	156	40	5	11	75	2	0	0	29	14	3	21	6	39	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pbac	21	6	68	37	0	155	0	11	0	0	0	0	48	1	0	0	67	819	42	130	0	29	240	25	36	75	80	6	0	0	57	1	0	56	1	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pop-iterate	18	3	26	9	0	71	0	0	0	0	0	0	43	0	0	4	13	262	7	75	0	6	73	7	18	38	11	0	0	0	22	1	0	5	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
q-git	75	17	281	67	0	495	0	0	0	0	0	0	185	0	0	9	218	1675	38	281	0	10	607	39	19	39	163	0	0	0	133	24	0	20	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shuffle	74	10	104	98	8	224	0	0	0	0	0	0	216	16	0	12	48	993	52	367	0	22	372	58	6	6	37	0	2	9	92	2	0	9	19	78	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spud	39	13	159	31	5	368	3	8	0	0	0	0	296	1	1	14	102	1526	29	291	0	7	600	26	17	22	25	0	1	5	41	3	3	16	3	43	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sqlpatch	9	3	16	12	0	32	0	0	0	0	0	0	15	0	0	3	10	192	6	26	0	1	65	1	6	11	11	0	0	0	0	1	0	1	0	16	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
string_da99	18	2	24	11	0	25	0	0	0	0	0	0	16	2	1	0	16	141	5	39	0	0	47	4	2	17	19	2	1	5	21	1	0	3	2	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trailpack-email	2	0	11	1	0	13	0	0	0	0	0	0	5	0	0	0	4	63	4	5	0	0	21	2	1	3	6	0	0	0	3	0	0	2	0	3	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
@fborder-styles	0	0	1	1	0	3	0	0	0	0	0	0	2	0	0	0	1	7	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
couchbase-promises	87	65	1118	98	8	2289	0	22	2	0	0	1	1678	13	0	9	307	7978	122	1000	0	18	1871	106	113	175	322	0	1	10	364	27	0	95	13	380	390	0	0	0	0	749	0	0	0	0	0	0	0	20	11	0	0
d3-xhr	58	20	109	44	0	227	2	13	0	0	0	0	213	0	0	9	88	1187	45	239	0	12	432	7	18	37	39	4	0	0	3	22	2	20	0	10	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
destroy	6	0	24	7	0	37	0	0	0	0	0	0	34	0	0	5	13	112	6	19	0	1	25	0	1	0	6	0	0	0	5	0	0	5	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eslint-plugin-jquery-unsafe	2	0	24	21	2	16	0	0	0	0	0	0	9	0	0	2	14	168	28	33	0	1	68	0	14	21	31	0	1	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
etcher-cli	2	0	16	1	0	23	0	0	0	0	0	0	13	0	0	0	12	96	3	12	0	1	33	4	0	0	8	0	0	0	0	1	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
foldline	7	4	27	20	1	49	0	3	0	0	0	0	29	0	0	0	21	148	5	78	0	1	20	1	0	0	14	0	0	0	0	1	0	2	1	15	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fortressjs-benchmark	418	39	494	631	12	818	30	62	0	0	0	0	426	42	58	136	208	7013	125	876	0	355	2895	31	131	185	113	206	3	6	304	6	30	318	52	299	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gajse-filetext	1	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	2	12	0	2	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hurbis-web-comum-v1	3796	596	5913	2863	97	7083	62	572	17	14	0	0	5883	170	75	643	1971	46051	2601	6904	4	1843	11781	149	724	1794	2059	22	19	123	1527	121	66	1193	318	2051	3230	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
level-promise	4	0	17	7	0	44	0	0	0	0	0	0	33	0	2	4	11	198	9	13	0	3	64	1	2	0	5	0	0	0	3	0	0	6	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
loopback-component-passport-c	57	13	241	41	8	433	0	15	0	0	0	7	357	0	0	18	132	2482	83	457	0	58	621	17	144	309	61	0	2	11	29	0	0	55	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
make-plural	29	13	89	56	0	241	1	10	0	0	0	0	128	0	9	5	53	896	34	248	0	16	363	18	19	26	37	0	0	0	56	4	1	12	0	56	57	0	0	1	1	16	0	0	0	0	1	2	0	44	13	4	0
md5-o-matic	80	0	18	154	0	102	0	0	0	0	0	1	81	4	0	13	4	789	0	272	0	0	84	1	0	0	13	0	0	0	0	0	0	49	3	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proclaim	91	26	359	64	0	793	3	2	0	0	0	0	626	4	1	18	272	2680	54	622	0	21	825	16	42	44	37	0	0	0	10	2	3	32	1	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rpi-temp-module	0	0	5	3	0	11	0	0	0	0	0	0	4	0	0	0	5	29	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
saml-idp	31	3	56	45	3	69	0	4	0	0	0	0	61	0	0	1	28	551	25	83	0	8	237	6	9	24	23	0	1	7	10	0	0	14	0	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
signpass	29	0	121	14	2	207	1	0	0	0	0	0	166	0	0	0	108	537	11	192	0	0	177	10	22	57	9	0	1	3	5	5	1	7	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snapdir	3	0	20	7	0	34	0	0	0	0	0	0	12	0	0	1	15	125	5	25	0	6	33	0	4	8	13	0	0	0	4	1	0	3	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wbxml	164	12	248	188	1	333	2	4	9	2	0	0	310	12	0	32	70	1774	116	384	0	29	543	39	33	35	64	0	0	0	171	22	2	34	13	92	137	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@redsiftd3-rs-squares	133	26	89	106	0	402	0	51	0	0	0	0	168	0	0	9	32	1726	27	232	0	28	444	4	17	35	41	23	0	0	1	0	0	27	2	92	143	0	0	0	0	79	0	0	0	0	0	0	0	24	5	0	0
co-mysql	1	0	25	0	0	73	0	0	0	0	0	0	45	0	0	1	22	199	1	39	0	0	53	1	2	5	2	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d3-example-bar-chart-plugin	559	199	658	995	15	1144	0	229	0	0	0	3	564	32	11	262	274	7915	174	2620	1	100	1738	103	82	596	489	84	4	19	293	1	1	253	67	316	606	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generic-quadtree	69	8	87	73	0	239	0	0	0	0	0	0	176	16	0	2	47	1059	24	274	0	8	499	78	5	6	34	0	0	0	98	0	0	7	17	45	69	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grammer	36	24	85	16	0	159	0	5	0	0	0	0	126	0	2	0	75	521	8	186	0	5	133	0	21	51	21	0	0	0	4	0	0	8	0	36	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-iconfont-css	16	2	35	39	0	88	1	1	0	0	0	0	53	0	0	6	14	354	10	84	0	1	104	7	10	30	3	0	0	0	2	4	1	4	1	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
illuminite	49	19	11	77	0	11	0	18	0	0	0	0	48	1	0	0	9	296	1	137	0	16	141	1	2	2	3	0	0	0	21	0	0	9	1	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inject-scss	0	0	2	1	0	4	0	1	0	0	0	0	1	0	0	0	1	20	0	5	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0
intel	247	35	452	150	9	803	1	14	0	0	0	0	672	6	7	76	223	4006	115	746	0	46	1378	111	134	184	127	0	4	16	187	5	1	74	16	271	272	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inu-log	0	0	12	1	0	21	0	0	0	0	0	0	13	0	0	3	4	91	3	12	0	0	19	0	1	3	5	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
node-reqs	127	14	255	128	8	331	4	5	4	0	0	0	240	2	12	54	71	1814	91	199	0	51	504	3	36	63	99	0	6	14	106	0	4	21	6	40	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p5.serialserver	23986	3007	19409	26211	671	22315	64	769	21	14	0	3	32461	1640	145	1127	6469	209863	7951	57820	0	3354	78810	1692	3980	12448	5880	29	107	616	16455	515	64	2937	1136	12301	14395	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
parchment	67	71	238	23	0	1448	0	0	0	0	0	0	839	0	0	0	222	3734	10	1090	0	5	1979	2	54	88	16	0	0	0	386	0	0	7	0	245	245	0	0	5	0	4	0	0	4	0	0	0	0	2	1	0	0
pull-window	17	28	55	10	0	103	0	0	0	0	0	0	73	0	0	5	47	480	26	331	0	4	68	0	33	66	34	1	0	0	1	0	0	4	7	28	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
registry	282	40	574	419	6	684	3	47	1	1	0	12	485	31	30	99	184	3955	208	756	0	109	1358	39	68	74	219	0	2	9	338	14	3	147	32	213	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sendinblue-api	5	0	220	47	0	264	0	1	0	0	0	0	115	0	0	1	141	1096	73	245	0	2	202	1	2	6	134	0	0	0	80	1	0	31	0	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thindom	46	0	68	38	0	62	0	11	0	0	0	0	77	1	0	2	30	427	31	75	0	6	156	3	4	4	25	1	0	0	43	1	0	18	1	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
